video_id,Comment_text,duration,publishedAt,channelId,title,description,thumbnails.default.url,thumbnails.default.width,thumbnails.default.height,thumbnails.medium.url,thumbnails.medium.width,thumbnails.medium.height,thumbnails.high.url,thumbnails.high.width,thumbnails.high.height,channelTitle,liveBroadcastContent,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,month,year
Uj6oqgrfF8E,,,2019-02-26,UCUp6Pd9fx8_UX7S38Ih_JqA,model organisms in the 20th century historical philosophic amp scientific questions part 2,"Speaker: Thomas Stoeger February 19, 2019 - NHGRI History of Molecular Biology and Genomics Lecture Series More: https://www.genome.gov/27567057.",https://i.ytimg.com/vi/Uj6oqgrfF8E/default.jpg,120,90,https://i.ytimg.com/vi/Uj6oqgrfF8E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Uj6oqgrfF8E/hqdefault.jpg,480,360,National Human Genome Research Institute,none,182,0,0,0,0,2,2019
ppUPttJmmCY,,,2019-11-30,UCBMUQhzF311FusaMJFrgM8Q,bachpan amp ahps science fest 2019 20 student 18 a s rao nagar zoneadds com,Bachpan & AHPS Science Fest 2019/20 | Student 18 | A.S Rao Nagar | zoneadds.com For more local information log on to : https://www.zoneadds.com/ ...,https://i.ytimg.com/vi/ppUPttJmmCY/default.jpg,120,90,https://i.ytimg.com/vi/ppUPttJmmCY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ppUPttJmmCY/hqdefault.jpg,480,360,ZoneAdds.Com,none,46,3,0,0,NA,11,2019
MUkE36xsD2o,,,2019-11-30,UCeRzULhkso00SD7wAIhIu8w,panchgavya cbse science exhibition 19 20 chanda public school chandrapur bhavans school,SUBJECT: CBSE SCIENCE EXHIBITION/FAIR 2019-20 Science is inexplicably linked with our lives and helps us to understand the world around us better.,https://i.ytimg.com/vi/MUkE36xsD2o/default.jpg,120,90,https://i.ytimg.com/vi/MUkE36xsD2o/mqdefault.jpg,320,180,https://i.ytimg.com/vi/MUkE36xsD2o/hqdefault.jpg,480,360,Mahesh Devle,none,178,6,0,0,0,11,2019
Ue-HWvisbH8,,,2019-01-20,UC3JAzvQV5BvhZjGRPoWqzPA,<U+0935><U+093F><U+091C><U+094D><U+091E><U+093E><U+0928> <U+0915><U+0947> 20 <U+092C><U+0939><U+0941><U+0924> <U+0939><U+0940> <U+092E><U+0939><U+0924><U+094D><U+0935><U+092A><U+0942><U+0930><U+094D><U+0923> <U+092A><U+094D><U+0930><U+0936><U+094D><U+0928> <U+0914><U+0930> <U+0909><U+0924><U+094D><U+0924><U+0930> most vvi science mcq round2study,"Bihar Board Class 10 Most important vvi Science Mcq Question And Answer 2019 Hi Guys, I'm Ravi From Round-2-Study Youtube channel. Iss video me 20 ...",https://i.ytimg.com/vi/Ue-HWvisbH8/default.jpg,120,90,https://i.ytimg.com/vi/Ue-HWvisbH8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Ue-HWvisbH8/hqdefault.jpg,480,360,Exam Vatika,none,2616,115,3,0,26,1,2019
qcsFMyAGHrk,,,2019-06-28,UC2vmY5h0hN6eZznIx824IAw,20 amazing electron microscope images of 2018 by thermofisher scientific,I have collected 20 astonishing electron microscope images from 2018 ThermoFisher Scientific EM Image Contest. Detailed discription of images are given ...,https://i.ytimg.com/vi/qcsFMyAGHrk/default.jpg,120,90,https://i.ytimg.com/vi/qcsFMyAGHrk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/qcsFMyAGHrk/hqdefault.jpg,480,360,World Under Electron Microscope,none,234,10,0,0,2,6,2019
Q_KJEjGAZf4,,,2019-12-29,UCtCC0aW_1AX2IY04oJVLoJQ,utkarsh science exhibition 2019 20,UTKARSH SCIENCE EXHIBITION HELD AT THE PREMISES OF ST. FRANCIS HIGH SCHOOL TRYING TO KNOW HOW AND WHY OF EVERYTHING ...,https://i.ytimg.com/vi/Q_KJEjGAZf4/default.jpg,120,90,https://i.ytimg.com/vi/Q_KJEjGAZf4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Q_KJEjGAZf4/hqdefault.jpg,480,360,ST.FRANCIS HIGH SCHOOL,none,168,8,0,0,0,12,2019
hitML1nbJYA,,,2019-11-30,UCBMUQhzF311FusaMJFrgM8Q,bachpan amp ahps science fest 2019 20 student 01 a s rao nagar zoneadds com,Bachpan & AHPS Science Fest 2019/20 | Student 01 | A.S Rao Nagar | zoneadds.com For more local information log on to : https://www.zoneadds.com/ ...,https://i.ytimg.com/vi/hitML1nbJYA/default.jpg,120,90,https://i.ytimg.com/vi/hitML1nbJYA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/hitML1nbJYA/hqdefault.jpg,480,360,ZoneAdds.Com,none,131,7,0,0,NA,11,2019
0I-d3lIt2cM,,,2019-01-23,UCheIl4w5xWifytdbiVJ72sw,science fair 2018 boardgame twenty dame pearlette primary school,,https://i.ytimg.com/vi/0I-d3lIt2cM/default.jpg,120,90,https://i.ytimg.com/vi/0I-d3lIt2cM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0I-d3lIt2cM/hqdefault.jpg,480,360,Calabash TV,none,155,3,0,0,0,1,2019
N2OeqX12F5I,,,2019-08-30,UCQIGoHhIH_HsrRiY_uUKdyg,public awareness message 2019 20 kohat university of science and technology kust,Admission Fall 2019-20 #kust#ppu#central library.,https://i.ytimg.com/vi/N2OeqX12F5I/default.jpg,120,90,https://i.ytimg.com/vi/N2OeqX12F5I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/N2OeqX12F5I/hqdefault.jpg,480,360,PPU KUST Print & Publication Unit,none,51,3,0,0,1,8,2019
UG1wnREfc3E,,,2019-12-19,UC-DHskoU7zB2m3D8yWrXDlw,experiment unbelievable honeybee hunting with herb amazing technology,Experiment:Unbelievable Honeybee Hunting With Herb|Amazing Technology#Magickh168#Experiments#honeybeehunting# Note: This video is only for ...,https://i.ytimg.com/vi/UG1wnREfc3E/default.jpg,120,90,https://i.ytimg.com/vi/UG1wnREfc3E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/UG1wnREfc3E/hqdefault.jpg,480,360,Magic kh168,none,1671,20,3,0,0,12,2019
SUOJpKJx6E4,,,2019-05-21,UCKdALw0BErtqmGI2AUtbbhg,the science of robocalls nearly 20 million calls made in milwaukee last month,Seven robocalls are made to someone in Milwaukee every second.,https://i.ytimg.com/vi/SUOJpKJx6E4/default.jpg,120,90,https://i.ytimg.com/vi/SUOJpKJx6E4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/SUOJpKJx6E4/hqdefault.jpg,480,360,TODAY’S TMJ4,none,54,0,0,0,0,5,2019
ihON2HKJ8lc,,,2019-06-16,UCYDMr8BIU7haOGIrArZ_SWA,general knowledge important mcq part 20 general science general awareness gk in hindi,"Published on 16 June 2019 #<U+0938><U+093E><U+092E><U+093E><U+0928><U+094D><U+092F><U+091C><U+094D><U+091E><U+093E><U+0928>#generalawareness #gk This video contains important general awareness and general science mcq, gk in ...",https://i.ytimg.com/vi/ihON2HKJ8lc/default.jpg,120,90,https://i.ytimg.com/vi/ihON2HKJ8lc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ihON2HKJ8lc/hqdefault.jpg,480,360,Smart Classes,none,132,6,1,0,2,6,2019
F-Q3pXyEeMk,,,2019-08-23,UCO_i4jM7Jdn3gObbJ2gWFyw,std 9 science ch 8 <U+0A97><U+0AA4><U+0ABF> <U+0AAD><U+0ABE><U+0A97> 20 ncert course in gujarati by sahil vekariya,<U+0A8F><U+0AAA><U+0ACD><U+0AB2><U+0AC0><U+0A95><U+0AC7><U+0AB6><U+0AA8> <U+0AA8><U+0AC0> <U+0AB2><U+0ABF><U+0AA8><U+0ACD><U+0A95> https://play.google.com/store/apps/details?id=youth.ncert.papergeneration <U+0AAC><U+0AC0><U+0A9C><U+0ABE> <U+0AB5><U+0ABF><U+0AA1><U+0ABF><U+0AAF><U+0ACB> <U+0AA8><U+0AC0> <U+0AB2><U+0ABF><U+0AA8><U+0ACD><U+0A95> https://www.y...,https://i.ytimg.com/vi/F-Q3pXyEeMk/default.jpg,120,90,https://i.ytimg.com/vi/F-Q3pXyEeMk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/F-Q3pXyEeMk/hqdefault.jpg,480,360,Youth Education,none,261,13,0,0,0,8,2019
QV3t4qNTDPQ,,,2019-09-05,UCjzEG7BNe3FUumIg-SV-TJg,pabna university of science amp technology admission circuler 2019 20 <U+09AA><U+09BE><U+09AC><U+09BF><U+09AA><U+09CD><U+09B0><U+09AC><U+09BF><U+0964><U+09AD><U+09B0><U+09CD><U+09A4><U+09BF> <U+09E8><U+09E6><U+09E7><U+09EF> <U+09E8><U+09E6>,Pabna University of Science & Technology Admission Circuler 2019-20|<U+09AA><U+09BE><U+09AC><U+09BF><U+09AA><U+09CD><U+09B0><U+09AC><U+09BF><U+0964> <U+0986><U+09AE><U+09BF> <U+098F><U+0987> <U+09AD><U+09BF><U+09A1><U+09BF><U+0993><U+09A4><U+09C7> <U+09AA><U+09BE><U+09AC><U+09A8><U+09BE> <U+09AC><U+09BF><U+099C><U+09CD><U+099E><U+09BE><U+09A8> <U+0993> <U+09AA><U+09CD><U+09B0><U+09AF><U+09C1>...,https://i.ytimg.com/vi/QV3t4qNTDPQ/default.jpg,120,90,https://i.ytimg.com/vi/QV3t4qNTDPQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/QV3t4qNTDPQ/hqdefault.jpg,480,360,Teacher Tuhin,none,15,0,0,0,0,9,2019
srwRMRj91mI,,,2019-09-07,UCCwSSNBmLcJ22S3J0WctfcA,rajasthan ict satellite education science 10th “genetics” 27 july 2019 20 lecture 11,Rajasthan ICT Satellite Education Science 10th “Genetics” 27 July 2019 20 Lecture-11.,https://i.ytimg.com/vi/srwRMRj91mI/default.jpg,120,90,https://i.ytimg.com/vi/srwRMRj91mI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/srwRMRj91mI/hqdefault.jpg,480,360,ICT Satellite Education,none,148,6,0,0,2,9,2019
w0zpwXA9QKk,,,2019-12-12,UCyrazVh1U5QdBJR2NEXIloQ,pre board marking schemes social science class 10 2019 20,"ANIMATION STUDY Animation study pre board 1 markings scheme, pre board 1 markings schemes, pre board 1 markings schemes social science,social ...",https://i.ytimg.com/vi/w0zpwXA9QKk/default.jpg,120,90,https://i.ytimg.com/vi/w0zpwXA9QKk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/w0zpwXA9QKk/hqdefault.jpg,480,360,ANIMATION STUDY,none,296,3,1,0,2,12,2019
6f6DRKOygGU,,,2019-11-08,UCRYy3aftWbw5xQcyEjJ_NPw,pyp science exhibition 2019 20 australian international school super net project ausis,"Australian International School, Dhaka.",https://i.ytimg.com/vi/6f6DRKOygGU/default.jpg,120,90,https://i.ytimg.com/vi/6f6DRKOygGU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6f6DRKOygGU/hqdefault.jpg,480,360,AusIS IT,none,195,2,0,0,5,11,2019
tQVyogfaJ_w,,,2019-11-20,UCHxj-Kh7gutt8DXThiNVcHA,global science opera 20th november 2019,Backup stream: https://youtu.be/bPuvIc5FWT4.,https://i.ytimg.com/vi/tQVyogfaJ_w/default.jpg,120,90,https://i.ytimg.com/vi/tQVyogfaJ_w/mqdefault.jpg,320,180,https://i.ytimg.com/vi/tQVyogfaJ_w/hqdefault.jpg,480,360,HVL MedieLab,none,787,33,9,0,NA,11,2019
VmqJHOuxUUc,,,2019-06-10,UCO_i4jM7Jdn3gObbJ2gWFyw,std 8 science ch 2 <U+0AB8><U+0AC2><U+0A95><U+0ACD><U+0AB7><U+0ACD><U+0AAE><U+0A9C><U+0AC0><U+0AB5><U+0ACB> <U+0AAE><U+0ABF><U+0AA4><U+0ACD><U+0AB0><U+0ACB> <U+0A85><U+0AA8><U+0AC7> <U+0A95><U+0ACD><U+0AB7><U+0AA4><U+0ACD><U+0AB0><U+0AC1> <U+0AAD><U+0ABE><U+0A97> 20 ncert course in gujarati kishan rathod,<U+0A8F><U+0AAA><U+0ACD><U+0AB2><U+0AC0><U+0A95><U+0AC7><U+0AB6><U+0AA8> <U+0AA8><U+0AC0> <U+0AB2><U+0ABF><U+0AA8><U+0ACD><U+0A95> https://play.google.com/store/apps/details?id=youth.ncert.papergeneration <U+0AAC><U+0AC0><U+0A9C><U+0ABE> <U+0AB5><U+0ABF><U+0AA1><U+0ABF><U+0AAF><U+0ACB> <U+0AA8><U+0AC0> <U+0AB2><U+0ABF><U+0AA8><U+0ACD><U+0A95> https://www.yo...,https://i.ytimg.com/vi/VmqJHOuxUUc/default.jpg,120,90,https://i.ytimg.com/vi/VmqJHOuxUUc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/VmqJHOuxUUc/hqdefault.jpg,480,360,Youth Education,none,117,5,0,0,0,6,2019
3rVItGyyxik,,,2019-03-10,UC16oOGC65avKFB53SYNMCfA,12th class computer science important questions 2019 20 2nd year computer science guess papers,In this video education portal by HAMMAD Khan will teach you the most important Questions Of 12th CLASS COMPUTER SCIENCE 12th Class Computer ...,https://i.ytimg.com/vi/3rVItGyyxik/default.jpg,120,90,https://i.ytimg.com/vi/3rVItGyyxik/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3rVItGyyxik/hqdefault.jpg,480,360,Education Portal,none,8006,150,12,0,13,3,2019
9_Is7OZH3cA,,,2019-06-27,UC55SaHWSlbQoXcIvJJrsPQA,jmi 2nd selected list of class 11th science arts commerce 2019 20 amp school upgraded,JMI 2ND SELECTED LIST OF CLASS 11TH SCIENCE/ARTS/ COMMERCE 2019-20 & SCHOOL UPGRADED #LINK OF THIS VIDEO: ...,https://i.ytimg.com/vi/9_Is7OZH3cA/default.jpg,120,90,https://i.ytimg.com/vi/9_Is7OZH3cA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9_Is7OZH3cA/hqdefault.jpg,480,360,Alig G S Classes,none,4063,61,5,0,146,6,2019
cYmziSr8TCA,,,2019-11-30,UCBMUQhzF311FusaMJFrgM8Q,bachpan amp ahps science fest 2019 20 student 27 a s rao nagar zoneadds com,Bachpan & AHPS Science Fest 2019/20 | Student 27 | A.S Rao Nagar | zoneadds.com For more local information log on to : https://www.zoneadds.com/ ...,https://i.ytimg.com/vi/cYmziSr8TCA/default.jpg,120,90,https://i.ytimg.com/vi/cYmziSr8TCA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/cYmziSr8TCA/hqdefault.jpg,480,360,ZoneAdds.Com,none,30,0,0,0,NA,11,2019
wJsDScGDsow,,,2019-11-30,UCBMUQhzF311FusaMJFrgM8Q,bachpan amp ahps science fest 2019 20 student 29 a s rao nagar zoneadds com,Bachpan & AHPS Science Fest 2019/20 | Student 29 | A.S Rao Nagar | zoneadds.com For more local information log on to : https://www.zoneadds.com/ ...,https://i.ytimg.com/vi/wJsDScGDsow/default.jpg,120,90,https://i.ytimg.com/vi/wJsDScGDsow/mqdefault.jpg,320,180,https://i.ytimg.com/vi/wJsDScGDsow/hqdefault.jpg,480,360,ZoneAdds.Com,none,26,0,0,0,NA,11,2019
ZN7RmRc83F0,,,2019-03-20,UCsgC5cbz3DE2Shh34gNKiog,contract fixed between tuf and university of health sciences 20 march 2019 92newshd,"Contract fixed between TUF and University of Health Sciences | 20 March 2019 | 92NewsHD #92NewsHD Live, Pakistan's first HD Plus news channel brings ...",https://i.ytimg.com/vi/ZN7RmRc83F0/default.jpg,120,90,https://i.ytimg.com/vi/ZN7RmRc83F0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ZN7RmRc83F0/hqdefault.jpg,480,360,92 News HD,none,248,4,2,0,NA,3,2019
t7TU9vmyCMc,,,2019-04-15,UC3UnPHQIFLfGq7yy7tqcvUg,pg trb 2019 20 computer science unit 9 web scripting superscript amp subscript,"Teacher's Care Academy UNIT-9 WEB SCRIPTING (superscript & Subscript), PG TRB 2019-20, COMPUTER SCIENCE, TNPSC/PG-TRB/TET/SPL. TEACHER ...",https://i.ytimg.com/vi/t7TU9vmyCMc/default.jpg,120,90,https://i.ytimg.com/vi/t7TU9vmyCMc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/t7TU9vmyCMc/hqdefault.jpg,480,360,Teacher's Care Academy,none,3244,17,9,0,2,4,2019
SFz5sY8yygc,,,2019-03-09,UC3UnPHQIFLfGq7yy7tqcvUg,pg trb computer science educational psychology expected questions in 2019 20 i,"Teacher's Care Academy PG TRB:COMPUTER SCIENCE, EDUCATIONAL PSYCHOLOGY, EXPECTED QUESTIONS IN 2019-20 (I) TNPSC/PG-TRB/TET/SPL.",https://i.ytimg.com/vi/SFz5sY8yygc/default.jpg,120,90,https://i.ytimg.com/vi/SFz5sY8yygc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/SFz5sY8yygc/hqdefault.jpg,480,360,Teacher's Care Academy,none,13550,90,13,0,16,3,2019
tznrV0GIEKU,,,2019-10-01,UC6KENAB_qBg-UzqVYHhshvQ,cbse sample paper class 12th computer science 2019 20 new syllabus discussion,This video is to discuss the pattern and marking scheme of sample paper issued by CBSE Board for class 12th Computer Science New Syllabus containing ...,https://i.ytimg.com/vi/tznrV0GIEKU/default.jpg,120,90,https://i.ytimg.com/vi/tznrV0GIEKU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/tznrV0GIEKU/hqdefault.jpg,480,360,Anjali Luthra,none,1808,41,3,0,13,10,2019
fqAXTjMOl8U,,,2019-11-30,UC-VBbv9Gx0IYAbThbHh9A2A,wright stuff 2020 offset wing and warp management tutorial,,https://i.ytimg.com/vi/fqAXTjMOl8U/default.jpg,120,90,https://i.ytimg.com/vi/fqAXTjMOl8U/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fqAXTjMOl8U/hqdefault.jpg,480,360,Lucas C,none,369,4,2,0,1,11,2019
IKs7x3nHqIw,,,2019-04-23,UCuycP7i6N3tYZV3E_7s06lQ,new class 10th social science syllabus 2019 20,There are so many changes done in Class 10th Social Science Syllabus by CBSE - The final Class 10th Social Science Syllabus 2019-20 : Compulsory ...,https://i.ytimg.com/vi/IKs7x3nHqIw/default.jpg,120,90,https://i.ytimg.com/vi/IKs7x3nHqIw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/IKs7x3nHqIw/hqdefault.jpg,480,360,Animato Study,none,1742,34,1,0,14,4,2019
6H2_LnAzZMw,,,2019-08-18,UC4idIhtNqER4nKCYhfM2zCQ,bangabandhu sheikh mujibur rahman science and technology university admission 2019 20 bsmrstu,"Subscribe my channel- https://bit.ly/2k2cKua fb- https://bit.ly/2k0mEwd BSMRSTU admission circular 2019-20, Bangabandhu Sheikh Mujibur Rahman science ...",https://i.ytimg.com/vi/6H2_LnAzZMw/default.jpg,120,90,https://i.ytimg.com/vi/6H2_LnAzZMw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6H2_LnAzZMw/hqdefault.jpg,480,360,Tips Talk24,none,7204,112,11,0,28,8,2019
Edon-ZZVvuQ,,,2019-12-30,UCBMtWSTjoYfakbUUqEJeYsw,science ke 20 test series questionnaire mppsc amp vyapam prelims 2019 puneet mudgal,In this session Puneet Mudgal Sir will cover the next 20 minutes solving the most important Test Series questions related to Science. This session is helpful for ...,https://i.ytimg.com/vi/Edon-ZZVvuQ/default.jpg,120,90,https://i.ytimg.com/vi/Edon-ZZVvuQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Edon-ZZVvuQ/hqdefault.jpg,480,360,Unacademy - MPPSC & VYAPAM,none,86,9,1,0,0,12,2019
rShZDVkJR_w,,,2019-04-05,UCL7TeElwvdzfKwV5bfPc9eQ,achariya arts and science college 15th annual day celebration 2019 20 admission open 2019 20,Achariya Arts And Science College | 15th Annual Day Celebration 2019-20 | Admission open 2019-20 |,https://i.ytimg.com/vi/rShZDVkJR_w/default.jpg,120,90,https://i.ytimg.com/vi/rShZDVkJR_w/mqdefault.jpg,320,180,https://i.ytimg.com/vi/rShZDVkJR_w/hqdefault.jpg,480,360,Achariya World Class Education,none,211,4,1,0,0,4,2019
fkQ5bNcI6c0,,,2019-05-01,UC-vVIgnwj4TsTGFaGksloyQ,20 dr bea maas avian ecosystem services science birds and people,"Bea Maas: Avian Ecosystem Services: Science, birds and people, and how bird observatories can be involved and help.",https://i.ytimg.com/vi/fkQ5bNcI6c0/default.jpg,120,90,https://i.ytimg.com/vi/fkQ5bNcI6c0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fkQ5bNcI6c0/hqdefault.jpg,480,360,Wildlife Israel Yuval Dax,none,45,1,0,0,0,5,2019
_hEPCwWSkxw,,,2019-04-25,UCaPgVHIur2LdtmolfesGNIQ,evergreen publications class 6th lab manual in science experiment 20,,https://i.ytimg.com/vi/_hEPCwWSkxw/default.jpg,120,90,https://i.ytimg.com/vi/_hEPCwWSkxw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/_hEPCwWSkxw/hqdefault.jpg,480,360,Evergreen Publications India Ltd.,none,6,0,0,0,0,4,2019
7Y1YJK4H7xs,,,2019-11-01,UC64MBDJ1qSDEN0MufzfM5_Q,political science class 12 project cbsc 2019 20 new topic globalisation by yash saharan haryana,,https://i.ytimg.com/vi/7Y1YJK4H7xs/default.jpg,120,90,https://i.ytimg.com/vi/7Y1YJK4H7xs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/7Y1YJK4H7xs/hqdefault.jpg,480,360,Anju Maa,none,1535,24,4,0,5,11,2019
GAhyd8a0XrM,,,2019-02-19,UCNTshyW9oDahgtHyQjeXd1w,20 marks question paper of 9th class science 1,Created by VideoShow:http://videoshowapp.com/free.,https://i.ytimg.com/vi/GAhyd8a0XrM/default.jpg,120,90,https://i.ytimg.com/vi/GAhyd8a0XrM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GAhyd8a0XrM/hqdefault.jpg,480,360,R.s BIRAJDAR,none,2299,10,4,0,2,2,2019
quO-uzC6YAM,,,2019-11-27,UCcC3sAQj6DNMqa5lQuuzmFA,sof national science olympiad 2019 20 answer key nso answer key class 11 set b,Appeared in National Science Olympiad 2019-20 and still doubting on your performance! You need not now. Here in the video our expert has discussed ...,https://i.ytimg.com/vi/quO-uzC6YAM/default.jpg,120,90,https://i.ytimg.com/vi/quO-uzC6YAM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/quO-uzC6YAM/hqdefault.jpg,480,360,AglaSem,none,1926,16,3,0,18,11,2019
o_PRlNJuhy4,,,2019-11-30,UCBMUQhzF311FusaMJFrgM8Q,bachpan amp ahps science fest 2019 20 student 06 a s rao nagar zoneadds com,Bachpan & AHPS Science Fest 2019/20 | Student 06 | A.S Rao Nagar | zoneadds.com For more local information log on to : https://www.zoneadds.com/ ...,https://i.ytimg.com/vi/o_PRlNJuhy4/default.jpg,120,90,https://i.ytimg.com/vi/o_PRlNJuhy4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/o_PRlNJuhy4/hqdefault.jpg,480,360,ZoneAdds.Com,none,31,0,0,0,NA,11,2019
fvyaa18DdAU,,,2019-08-31,UC_ios10ir03KmKTXgLyoSEQ,surgical science supplier of virtual reality simulators for over 20 years,For over 20 years Surgical Science has been a leading supplier of virtual reality simulators for medical training. Our training systems for laparoscopy and ...,https://i.ytimg.com/vi/fvyaa18DdAU/default.jpg,120,90,https://i.ytimg.com/vi/fvyaa18DdAU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fvyaa18DdAU/hqdefault.jpg,480,360,Surgical Science,none,37,1,0,0,0,8,2019
M22WFA8ZnAs,,,2019-10-04,UCQfqw1xuFzfrWPLTMInQilg,science model exhibition baudhik pratiyogita vigyan mela 2019 20 9th 12 th class,,https://i.ytimg.com/vi/M22WFA8ZnAs/default.jpg,120,90,https://i.ytimg.com/vi/M22WFA8ZnAs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/M22WFA8ZnAs/hqdefault.jpg,480,360,Mr.Editor Sanskar Sharma,none,1365,24,1,0,3,10,2019
7yS7Rw5nxV8,,,2019-01-16,UCk5bIh544LgQ2_ecTQQ5wQg,the magician cold sweat part 2 full episode 20 cartoon tv series english,"At the dawn of the third millennium, a series of scientific discoveries in technology have shaken the world. But enemies of old are still on the loose. Taking ...",https://i.ytimg.com/vi/7yS7Rw5nxV8/default.jpg,120,90,https://i.ytimg.com/vi/7yS7Rw5nxV8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/7yS7Rw5nxV8/hqdefault.jpg,480,360,KIDFLIX [EN],none,1462,9,1,0,0,1,2019
PljiZPM8log,,,2019-03-06,UC3UnPHQIFLfGq7yy7tqcvUg,pg trb 2019 20 computer science programming in c qstn amp ans previous syllabus,"Teacher's Care Academy PG:TRB 2019-20, COMPUTER SCIENCE, PROGRAMMING IN C (Qstn & Ans), Previous Syllabus TNPSC/PG-TRB/TET/SPL.",https://i.ytimg.com/vi/PljiZPM8log/default.jpg,120,90,https://i.ytimg.com/vi/PljiZPM8log/mqdefault.jpg,320,180,https://i.ytimg.com/vi/PljiZPM8log/hqdefault.jpg,480,360,Teacher's Care Academy,none,22229,213,28,0,42,3,2019
DNfO3sEipro,,,2019-11-03,UCVwGyko93fPQm17bw3OITrA,20 amazing science experiments and optical illusions compilation 2019,This video is a compilation of Best 20 science experiments with liquid and fire 2017 00:02 Flammable hand sanitizer 00:25 Coca Cola and Pool chlorine reaction ...,https://i.ytimg.com/vi/DNfO3sEipro/default.jpg,120,90,https://i.ytimg.com/vi/DNfO3sEipro/mqdefault.jpg,320,180,https://i.ytimg.com/vi/DNfO3sEipro/hqdefault.jpg,480,360,MR.Hacker Shakib,none,39,6,0,0,0,11,2019
LOiRhdEhYFk,,,2019-11-30,UCBMUQhzF311FusaMJFrgM8Q,bachpan amp ahps science fest 2019 20 student 07 a s rao nagar zoneadds com,Bachpan & AHPS Science Fest 2019/20 | Student 07 | A.S Rao Nagar | zoneadds.com For more local information log on to : https://www.zoneadds.com/ ...,https://i.ytimg.com/vi/LOiRhdEhYFk/default.jpg,120,90,https://i.ytimg.com/vi/LOiRhdEhYFk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/LOiRhdEhYFk/hqdefault.jpg,480,360,ZoneAdds.Com,none,24,1,0,0,NA,11,2019
DhXOI-1tn2c,,,2019-06-27,UCySb5DRAiW_HSql1XY8CjkA,<U+0915><U+0915><U+094D><U+0937><U+093E> 10 <U+0964> new syllabus social science 2019 20,This video provide new syllabus of 10th class in social science. There are many measure changes like some chapter remove from the syllabus and some ...,https://i.ytimg.com/vi/DhXOI-1tn2c/default.jpg,120,90,https://i.ytimg.com/vi/DhXOI-1tn2c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/DhXOI-1tn2c/hqdefault.jpg,480,360,GK 365,none,105,6,1,0,1,6,2019
ZQ25aTl2GAs,,,2019-11-08,UCRYy3aftWbw5xQcyEjJ_NPw,pyp science exhibition 2019 20 australian international school water fireworks project ausis,"Australian International School, Dhaka.",https://i.ytimg.com/vi/ZQ25aTl2GAs/default.jpg,120,90,https://i.ytimg.com/vi/ZQ25aTl2GAs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ZQ25aTl2GAs/hqdefault.jpg,480,360,AusIS IT,none,137,3,0,0,1,11,2019
rqqpioreqAc,,,2019-06-29,UCfaHduedIjNfZEvfNTXqCdw,runner up giki 20th all pakistan science fair,Just a rough compilation of team Iqra IC's trip to Giki we were the runner ups So this trip was full of lessons and great memories! We had a shadi themed ...,https://i.ytimg.com/vi/rqqpioreqAc/default.jpg,120,90,https://i.ytimg.com/vi/rqqpioreqAc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/rqqpioreqAc/hqdefault.jpg,480,360,Faiqua Bashir,none,891,44,2,0,11,6,2019
